# DESCRIPTION:
# Reference: S.O. Rasmussen, P.M. Abbott, T. Blunier, A.J. Bourne, E. Brook, S.L. Buchardt, C. Buizert, J. Chappellaz, H.B. Clausen, E. Cook, D. Dahl-Jensen, S.M. Davies, M. Guillevic, S. Kipfstuhl, T. Laepple, I.K. Seierstad, J.P. Severinghaus, J.P. Steffensen, C. Stowasser, A. Svensson, P. Vallelonga, B.M. Vinther, F. Wilhelms, and M. Winstrup (2013): A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Clim. Past, 9, 2713–2730, https://doi.org/10.5194/cp-9-2713-2013.
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

NEEM depth [m],Age of ice [ka b2k],Age of gas [ka b2k],d15N [‰]
1902.27,53.304,52606.31,0.36
1902.32,53.309,52611.4,0.36
1902.38,53.314,52616.48,0.36
1902.43,53.319,52621.56,0.36
1902.48,53.324,52626.62,0.35
1902.54,53.329,52631.67,0.35
1902.59,53.334,52636.7,0.35
1902.64,53.339,52641.72,0.35
1902.7,53.344,52646.73,0.35
1902.75,53.349,52651.72,0.35
1902.81,53.354,52656.71,0.35
1902.86,53.359,52661.7,0.35
1902.91,53.364,52666.67,0.34
1902.97,53.369,52671.63,0.34
1903.02,53.374,52676.58,0.34
1903.08,53.379,52681.53,0.34
1903.13,53.384,52686.5,0.34
1903.19,53.389,52691.47,0.34
1903.24,53.394,52696.45,0.34
1903.3,53.399,52701.44,0.34
1903.35,53.404,52706.46,0.34
1903.41,53.409,52711.5,0.34
1903.46,53.414,52716.57,0.34
1903.52,53.419,52721.66,0.34
1903.57,53.424,52726.77,0.34
1903.62,53.429,52731.91,0.34
1903.68,53.434,52737.09,0.34
1903.73,53.439,52742.17,0.34
1903.78,53.444,52747.36,0.34
1903.83,53.449,52752.57,0.34
1903.88,53.454,52757.8,0.34
1903.93,53.459,52763.03,0.34
1903.99,53.464,52768.2,0.35
1904.04,53.469,52773.45,0.35
1904.09,53.474,52778.7,0.35
1904.14,53.479,52783.97,0.35
1904.19,53.484,52789.18,0.35
1904.24,53.489,52794.44,0.35
1904.29,53.494,52799.68,0.35
1904.34,53.499,52804.92,0.35
1904.39,53.504,52810.13,0.35
1904.43,53.509,52815.37,0.35
1904.48,53.514,52820.6,0.35
1904.53,53.519,52825.83,0.35
1904.58,53.524,52831.07,0.36
1904.63,53.529,52836.31,0.36
1904.68,53.534,52841.56,0.36
1904.74,53.539,52846.82,0.36
1904.79,53.544,52852.1,0.36
1904.85,53.549,52857.38,0.36
1904.9,53.554,52862.67,0.36
1904.96,53.559,52867.97,0.36
1905.01,53.564,52873.3,0.36
1905.07,53.569,52878.61,0.36
1905.12,53.574,52883.93,0.36
1905.18,53.579,52889.3,0.36
1905.23,53.584,52894.63,0.36
1905.29,53.589,52899.95,0.36
1905.34,53.594,52905.31,0.36
1905.39,53.599,52910.61,0.36
1905.45,53.604,52915.91,0.36
1905.5,53.609,52921.23,0.36
1905.56,53.614,52926.49,0.36
1905.61,53.619,52931.72,0.36
1905.66,53.624,52936.93,0.36
1905.72,53.629,52942.13,0.36
1905.77,53.634,52947.27,0.35
1905.82,53.639,52952.39,0.35
1905.88,53.644,52957.46,0.35
1905.93,53.649,52962.5,0.35
1905.98,53.654,52967.49,0.35
1906.04,53.659,52972.44,0.35
1906.09,53.664,52977.36,0.35
1906.14,53.669,52982.26,0.35
1906.19,53.674,52987.12,0.35
1906.25,53.679,52991.98,0.35
1906.3,53.684,52996.79,0.35
1906.35,53.689,53001.59,0.35
1906.41,53.694,53006.38,0.35
1906.46,53.699,53011.18,0.35
1906.51,53.704,53016.02,0.35
1906.56,53.709,53020.82,0.35
1906.62,53.714,53025.64,0.35
1906.67,53.719,53030.49,0.35
1906.72,53.724,53035.36,0.36
1906.78,53.729,53040.27,0.36
1906.83,53.734,53045.21,0.36
1906.88,53.739,53050.19,0.36
1906.94,53.744,53055.2,0.36
1906.99,53.749,53060.25,0.36
1907.05,53.754,53065.33,0.36
1907.1,53.759,53070.46,0.36
1907.16,53.764,53075.63,0.36
1907.21,53.769,53080.84,0.36
1907.27,53.774,53086.08,0.36
1907.32,53.779,53091.34,0.36
1907.38,53.784,53096.66,0.36
1907.43,53.789,53102.02,0.36
1907.49,53.794,53107.38,0.35
1907.54,53.799,53112.82,0.35
1907.59,53.804,53118.25,0.35
1907.65,53.809,53123.77,0.35
1907.7,53.814,53129.27,0.35
1907.76,53.819,53134.88,0.35
1907.81,53.824,53140.48,0.35
1907.86,53.829,53146.19,0.35
1907.92,53.834,53151.9,0.35
1907.97,53.839,53157.66,0.35
1908.03,53.844,53163.48,0.35
1908.08,53.849,53169.33,0.36
1908.14,53.854,53175.24,0.36
1908.19,53.859,53181.22,0.36
1908.25,53.864,53187.24,0.36
1908.3,53.869,53193.27,0.36
1908.36,53.874,53199.3,0.36
1908.41,53.879,53205.32,0.36
1908.47,53.884,53211.34,0.36
1908.52,53.889,53217.34,0.36
1908.57,53.894,53223.28,0.36
1908.63,53.899,53229.13,0.36
1908.68,53.904,53234.83,0.36
1908.73,53.909,53240.48,0.36
1908.78,53.914,53245.97,0.36
1908.83,53.919,53251.39,0.36
1908.88,53.924,53256.63,0.36
1908.94,53.929,53261.78,0.36
1908.99,53.934,53266.81,0.36
1909.04,53.939,53271.71,0.36
1909.09,53.944,53276.48,0.36
1909.13,53.949,53281.16,0.36
1909.18,53.954,53285.74,0.36
1909.22,53.959,53290.26,0.36
1909.27,53.964,53294.69,0.36
1909.31,53.969,53299.04,0.36
1909.36,53.974,53303.35,0.36
1909.4,53.979,53307.62,0.36
1909.45,53.984,53311.88,0.36
1909.49,53.989,53316.12,0.36
1909.54,53.994,53320.35,0.36
1909.58,53.999,53324.55,0.36
1909.63,54.004,53328.75,0.36
1909.68,54.009,53333,0.36
1909.73,54.014,53337.26,0.36
1909.78,54.019,53341.59,0.36
1909.83,54.024,53345.96,0.35
1909.88,54.029,53350.32,0.35
1909.92,54.034,53354.77,0.35
1909.97,54.039,53359.22,0.35
1910.02,54.044,53363.79,0.35
1910.07,54.049,53368.28,0.35
1910.12,54.054,53372.93,0.35
1910.17,54.059,53377.51,0.35
1910.23,54.064,53382.25,0.35
1910.28,54.069,53386.87,0.35
1910.33,54.074,53391.5,0.35
1910.39,54.079,53396.31,0.35
1910.44,54.084,53401.01,0.35
1910.5,54.089,53405.73,0.35
1910.55,54.094,53410.5,0.35
1910.6,54.099,53415.33,0.35
1910.66,54.104,53420.35,0.35
1910.71,54.109,53425.32,0.36
1910.76,54.114,53430.3,0.36
1910.81,54.119,53435.5,0.36
1910.86,54.124,53440.8,0.36
1910.91,54.129,53446.19,0.36
1910.97,54.134,53451.64,0.36
1911.02,54.139,53457.16,0.36
1911.07,54.144,53462.76,0.37
1911.12,54.149,53468.44,0.37
1911.17,54.154,53474.12,0.37
1911.22,54.159,53479.9,0.37
1911.27,54.164,53485.68,0.37
1911.34,54.169,53491.4,0.37
1911.4,54.174,53496.96,0.37
1911.46,54.179,53502.54,0.37
1911.52,54.184,53507.94,0.37
1911.58,54.189,53513.33,0.37
1911.64,54.194,53518.5,0.37
1911.7,54.199,53523.53,0.37
1911.76,54.204,53528.41,0.37
1911.82,54.209,53533.14,0.37
1911.86,54.214,53537.64,0.37
1911.9,54.219,53542,0.37
1911.94,54.224,53546.29,0.37
1911.99,54.229,53550.37,0.37
1912.03,54.234,53554.31,0.37
1912.07,54.239,53558.13,0.37
1912.11,54.244,53561.79,0.37
1912.16,54.249,53565.42,0.37
1912.2,54.254,53568.94,0.37
1912.24,54.259,53572.45,0.37
1912.28,54.264,53575.85,0.37
1912.33,54.269,53579.23,0.37
1912.37,54.274,53582.51,0.37
1912.4,54.279,53585.75,0.37
1912.44,54.284,53588.97,0.37
1912.48,54.289,53592.19,0.37
1912.51,54.294,53595.37,0.37
1912.55,54.299,53598.53,0.37
1912.59,54.304,53601.67,0.37
1912.63,54.309,53604.8,0.37
1912.66,54.314,53607.91,0.37
1912.7,54.319,53611,0.37
1912.74,54.324,53614.09,0.37
1912.77,54.329,53617.13,0.37
1912.81,54.334,53620.19,0.37
1912.85,54.339,53623.24,0.37
1912.89,54.344,53626.28,0.37
1912.92,54.349,53629.3,0.37
1912.96,54.354,53632.31,0.37
1912.99,54.359,53635.3,0.37
1913.03,54.364,53638.28,0.37
1913.06,54.369,53641.24,0.37
1913.1,54.374,53644.18,0.37
1913.13,54.379,53647.22,0.37
1913.17,54.384,53650.14,0.37
1913.2,54.389,53653.02,0.37
1913.24,54.394,53655.88,0.36
1913.27,54.399,53658.72,0.36
1913.31,54.404,53661.53,0.36
1913.34,54.409,53664.32,0.36
1913.38,54.414,53667.28,0.36
1913.42,54.419,53670.03,0.36
1913.45,54.424,53672.75,0.36
1913.48,54.429,53675.45,0.36
1913.52,54.434,53678.34,0.36
1913.55,54.439,53680.99,0.36
1913.58,54.444,53683.62,0.36
1913.61,54.449,53686.46,0.36
1913.65,54.454,53689.04,0.36
1913.68,54.459,53691.59,0.36
1913.71,54.464,53694.38,0.36
1913.75,54.469,53696.88,0.36
1913.78,54.474,53699.65,0.36
1913.81,54.479,53702.12,0.36
1913.84,54.484,53704.57,0.36
1913.88,54.489,53707.3,0.36
1913.91,54.494,53709.72,0.36
1913.94,54.499,53712.42,0.36
1913.97,54.504,53714.8,0.37
1914.01,54.509,53717.48,0.37
1914.04,54.514,53719.84,0.37
1914.07,54.519,53722.52,0.37
1914.1,54.524,53724.87,0.37
1914.14,54.529,53727.55,0.37
1914.17,54.534,53729.9,0.37
1914.2,54.539,53732.57,0.37
1914.23,54.544,53734.91,0.37
1914.27,54.549,53737.58,0.37
1914.3,54.554,53739.92,0.37
1914.33,54.559,53742.6,0.37
1914.36,54.564,53744.96,0.37
1914.4,54.569,53747.64,0.38
1914.43,54.574,53750.02,0.38
1914.46,54.579,53752.71,0.38
1914.49,54.584,53755.09,0.38
1914.52,54.589,53757.81,0.38
1914.56,54.594,53760.16,0.38
1914.59,54.599,53762.87,0.38
1914.62,54.604,53765.25,0.38
1914.66,54.609,53767.97,0.38
1914.69,54.614,53770.36,0.38
1914.72,54.619,53773.09,0.39
1914.75,54.624,53775.5,0.39
1914.79,54.629,53777.93,0.39
1914.82,54.634,53780.7,0.39
1914.85,54.639,53783.15,0.39
1914.88,54.644,53785.93,0.39
1914.92,54.649,53788.4,0.39
1914.95,54.654,53791.19,0.39
1914.98,54.659,53793.68,0.39
1915.02,54.664,53796.18,0.39
1915.05,54.669,53799,0.4
1915.08,54.674,53801.52,0.4
1915.11,54.679,53804.36,0.4
1915.14,54.684,53806.88,0.4
1915.17,54.689,53809.4,0.4
1915.21,54.694,53812.2,0.4
1915.24,54.699,53814.69,0.4
1915.27,54.704,53817.46,0.4
1915.3,54.709,53819.93,0.4
1915.33,54.714,53822.39,0.41
1915.36,54.719,53825.13,0.41
1915.39,54.724,53827.56,0.41
1915.42,54.729,53830.24,0.41
1915.45,54.734,53832.61,0.41
1915.48,54.739,53835.24,0.41
1915.51,54.744,53837.56,0.41
1915.55,54.749,53840.13,0.41
1915.58,54.754,53842.4,0.41
1915.61,54.759,53844.92,0.42
1915.64,54.764,53847.42,0.42
1915.67,54.769,53849.64,0.42
1915.71,54.774,53852.09,0.42
1915.74,54.779,53854.51,0.42
1915.78,54.784,53856.66,0.42
1915.82,54.789,53859.03,0.42
1915.85,54.794,53861.37,0.42
1915.89,54.799,53863.68,0.42
1915.93,54.804,53865.74,0.42
1915.96,54.809,53868.01,0.43
1916,54.814,53870.24,0.43
1916.03,54.819,53872.45,0.43
1916.07,54.824,53874.64,0.43
1916.11,54.829,53876.8,0.43
1916.14,54.834,53878.74,0.43
1916.18,54.839,53880.87,0.43
1916.22,54.844,53882.98,0.43
1916.26,54.849,53885.09,0.43
1916.29,54.854,53887.21,0.43
1916.33,54.859,53889.34,0.43
1916.37,54.864,53891.47,0.43
1916.41,54.869,53893.6,0.43
1916.45,54.874,53895.73,0.43
1916.49,54.879,53897.87,0.43
1916.53,54.884,53899.87,0.43
1916.57,54.889,53902.04,0.43
1916.61,54.894,53904.24,0.43
1916.65,54.899,53906.45,0.43
1916.69,54.904,53908.68,0.43
1916.73,54.909,53910.94,0.43
1916.77,54.914,53913.12,0.43
1916.82,54.919,53915.44,0.43
1916.86,54.924,53917.8,0.43
1916.91,54.929,53920.1,0.43
1916.96,54.934,53922.54,0.43
1917,54.939,53924.93,0.43
1917.05,54.944,53927.46,0.42
1917.1,54.949,53929.95,0.42
1917.14,54.954,53932.56,0.42
1917.19,54.959,53935.16,0.42
1917.24,54.964,53937.87,0.42
1917.28,54.969,53940.57,0.42
1917.33,54.974,53943.31,0.42
1917.37,54.979,53946.11,0.41
1917.41,54.984,53949.03,0.41
1917.45,54.989,53951.95,0.41
1917.49,54.994,53954.91,0.41
1917.53,54.999,53957.94,0.41
1917.58,55.004,53961,0.41
1917.62,55.009,53964.1,0.41
1917.66,55.014,53967.15,0.4
1917.7,55.019,53970.31,0.4
1917.74,55.024,53973.5,0.4
1917.78,55.029,53976.72,0.4
1917.83,55.034,53979.96,0.4
1917.86,55.039,53983.22,0.4
1917.89,55.044,53986.36,0.4
1917.92,55.049,53989.65,0.4
1917.94,55.054,53992.99,0.4
1917.97,55.059,53996.22,0.4
1918,55.064,53999.65,0.4
1918.03,55.069,54003.12,0.4
1918.05,55.074,54006.47,0.4
1918.08,55.079,54010.02,0.4
1918.11,55.084,54013.44,0.4
1918.14,55.089,54017.06,0.4
1918.16,55.094,54020.54,0.4
1918.19,55.099,54024.22,0.4
1918.22,55.104,54027.77,0.4
1918.25,55.109,54031.37,0.4
1918.27,55.114,54035.13,0.4
1918.3,55.119,54038.8,0.41
1918.33,55.124,54042.47,0.41
1918.36,55.129,54046.32,0.41
1918.38,55.134,54050.07,0.41
1918.41,55.139,54053.86,0.41
1918.44,55.144,54057.68,0.42
1918.47,55.149,54061.54,0.42
1918.49,55.154,54065.44,0.42
1918.52,55.159,54069.36,0.42
1918.55,55.164,54073.32,0.42
1918.57,55.169,54077.31,0.43
1918.6,55.174,54081.33,0.43
1918.63,55.179,54085.38,0.43
1918.65,55.184,54089.48,0.43
1918.68,55.189,54093.61,0.43
1918.71,55.194,54097.76,0.43
1918.73,55.199,54101.94,0.44
1918.76,55.204,54106.14,0.44
1918.79,55.209,54110.41,0.44
1918.82,55.214,54114.65,0.44
1918.84,55.219,54118.9,0.44
1918.87,55.224,54123.17,0.44
1918.9,55.229,54127.55,0.44
1918.92,55.234,54131.87,0.45
1918.95,55.239,54136.35,0.45
1918.98,55.244,54140.72,0.45
1919.01,55.249,54145.24,0.45
1919.04,55.254,54149.63,0.45
1919.06,55.259,54154.25,0.45
1919.09,55.264,54158.7,0.45
1919.12,55.269,54163.36,0.45
1919.15,55.274,54167.83,0.45
1919.18,55.279,54172.57,0.45
1919.21,55.284,54177.36,0.45
1919.23,55.289,54182.19,0.45
1919.26,55.294,54186.8,0.45
1919.29,55.299,54191.71,0.45
1919.32,55.304,54196.68,0.44
1919.35,55.309,54201.69,0.44
1919.38,55.314,54207.08,0.44
1919.4,55.319,54212.2,0.43
1919.43,55.324,54217.38,0.43
1919.46,55.329,54222.63,0.42
1919.49,55.334,54228.2,0.42
1919.52,55.339,54233.57,0.41
1919.55,55.344,54239.27,0.41
1919.58,55.349,54245.03,0.4
1919.61,55.354,54250.63,0.39
1919.64,55.359,54256.51,0.39
1919.67,55.364,54262.42,0.39
1919.7,55.369,54268.37,0.38
1919.73,55.374,54274.36,0.38
1919.76,55.379,54280.38,0.37
1919.79,55.384,54286.43,0.37
1919.82,55.389,54292.5,0.37
1919.85,55.394,54298.57,0.37
1919.88,55.399,54304.66,0.37
1919.91,55.404,54310.75,0.36
1919.94,55.409,54316.97,0.36
1919.97,55.414,54323.06,0.36
1920,55.419,54329.13,0.36
1920.03,55.424,54335.17,0.36
1920.07,55.429,54341.15,0.36
1920.11,55.434,54347.06,0.36
1920.15,55.439,54352.9,0.36
1920.2,55.444,54358.61,0.36
1920.24,55.449,54364.34,0.36
1920.28,55.454,54370,0.36
1920.33,55.459,54375.52,0.36
1920.37,55.464,54381.02,0.36
1920.41,55.469,54386.35,0.36
1920.45,55.474,54391.59,0.36
1920.5,55.479,54396.79,0.36
1920.54,55.484,54401.84,0.36
1920.58,55.489,54406.82,0.36
1920.63,55.494,54411.7,0.36
1920.67,55.499,54416.52,0.36
1920.71,55.504,54421.24,0.35
1920.76,55.509,54425.89,0.35
1920.8,55.514,54430.44,0.35
1920.84,55.519,54434.95,0.35
1920.89,55.524,54439.39,0.35
1920.93,55.529,54443.82,0.35
1920.98,55.534,54448.2,0.35
1921.02,55.539,54452.57,0.35
1921.06,55.544,54457.01,0.35
1921.11,55.549,54461.39,0.35
1921.15,55.554,54465.87,0.35
1921.19,55.559,54470.26,0.35
1921.24,55.564,54474.81,0.35
1921.28,55.569,54479.24,0.35
1921.32,55.574,54483.86,0.35
1921.37,55.579,54488.34,0.35
1921.41,55.584,54493.01,0.35
1921.45,55.589,54497.7,0.34
1921.49,55.594,54502.24,0.34
1921.54,55.599,54507.04,0.34
1921.58,55.604,54511.89,0.34
1921.62,55.609,54516.8,0.34
1921.67,55.614,54521.72,0.34
1921.71,55.619,54526.69,0.34
1921.76,55.624,54531.73,0.34
1921.81,55.629,54536.84,0.34
1921.86,55.634,54541.99,0.34
1921.91,55.639,54547.48,0.34
1921.96,55.644,54552.74,0.34
1922.01,55.649,54558.06,0.34
1922.06,55.654,54563.75,0.34
1922.11,55.659,54569.53,0.34
1922.16,55.664,54575.38,0.34
1922.21,55.669,54581.3,0.34
1922.26,55.674,54587.29,0.34
1922.31,55.679,54593.36,0.34
1922.36,55.684,54599.47,0.34
1922.41,55.689,54605.64,0.34
1922.46,55.694,54612.23,0.34
1922.51,55.699,54618.49,0.34
1922.55,55.704,54625.17,0.34
1922.6,55.709,54631.89,0.34
1922.65,55.714,54638.23,0.34
1922.7,55.719,54644.97,0.34
1922.75,55.724,54651.74,0.34
1922.8,55.729,54658.11,0.34
1922.84,55.734,54664.85,0.33
1922.88,55.739,54671.19,0.33
1922.91,55.744,54677.89,0.33
1922.95,55.749,54684.55,0.33
1922.99,55.754,54690.79,0.33
1923.03,55.759,54697.4,0.33
1923.06,55.764,54703.58,0.33
1923.1,55.769,54709.74,0.33
1923.14,55.774,54716.26,0.33
1923.18,55.779,54722.33,0.33
1923.21,55.784,54728.37,0.33
1923.25,55.789,54734.38,0.32
1923.29,55.794,54740.34,0.32
1923.33,55.799,54746.27,0.32
1923.36,55.804,54752.18,0.32
1923.39,55.809,54758.07,0.32
1923.42,55.814,54763.57,0.32
1923.46,55.819,54769.37,0.32
1923.49,55.824,54775.13,0.32
1923.52,55.829,54780.54,0.32
1923.55,55.834,54786.2,0.31
1923.58,55.839,54791.79,0.31
1923.61,55.844,54797.09,0.31
1923.64,55.849,54802.36,0.31
1923.67,55.854,54807.83,0.31
1923.7,55.859,54813.04,0.31
1923.73,55.864,54818.2,0.31
1923.76,55.869,54823.33,0.31
1923.8,55.874,54828.42,0.31
1923.83,55.879,54833.46,0.31
1923.86,55.884,54838.46,0.31
1923.89,55.889,54843.41,0.31
1923.92,55.894,54848.31,0.32
1923.95,55.899,54853.15,0.32
1923.97,55.904,54857.93,0.32
1924,55.909,54862.66,0.32
1924.03,55.914,54867.4,0.32
1924.06,55.919,54872.04,0.33
1924.09,55.924,54876.62,0.33
1924.12,55.929,54881.3,0.33
1924.15,55.934,54885.79,0.33
1924.18,55.939,54890.43,0.34
1924.2,55.944,54894.81,0.34
1924.23,55.949,54899.42,0.34
1924.26,55.954,54903.72,0.35
1924.29,55.959,54908.31,0.35
1924.32,55.964,54912.61,0.35
1924.35,55.969,54917.22,0.36
1924.38,55.974,54921.85,0.36
1924.4,55.979,54926.15,0.36
1924.43,55.984,54930.82,0.37
1924.46,55.989,54935.14,0.37
1924.49,55.994,54939.82,0.37
1924.52,55.999,54944.14,0.37
1924.55,56.004,54948.87,0.37
1924.58,56.009,54953.26,0.38
1924.61,56.014,54958.06,0.38
1924.64,56.019,54962.53,0.38
1924.67,56.024,54967.13,0.38
1924.7,56.029,54972.04,0.38
1924.73,56.034,54976.72,0.38
1924.76,56.039,54981.45,0.38
1924.79,56.044,54986.25,0.38
1924.82,56.049,54991.1,0.37
1924.85,56.054,54996.02,0.37
1924.88,56.059,55000.99,0.37
1924.91,56.064,55006.01,0.36
1924.94,56.069,55011.07,0.36
1924.97,56.074,55016.17,0.36
1925,56.079,55021.29,0.36
1925.03,56.084,55026.45,0.35
1925.06,56.089,55031.63,0.35
1925.09,56.094,55036.83,0.35
1925.12,56.099,55042.13,0.35
1925.15,56.104,55047.39,0.34
1925.18,56.109,55052.67,0.34
1925.21,56.114,55058.11,0.34
1925.24,56.119,55063.44,0.34
1925.27,56.124,55068.76,0.34
1925.3,56.129,55074.24,0.33
1925.33,56.134,55079.56,0.33
1925.36,56.139,55085.08,0.33
1925.38,56.144,55090.42,0.33
1925.41,56.149,55095.98,0.33
1925.44,56.154,55101.31,0.33
1925.47,56.159,55106.89,0.33
1925.5,56.164,55112.22,0.32
1925.53,56.169,55117.53,0.32
1925.56,56.174,55123.09,0.32
1925.59,56.179,55128.39,0.32
1925.62,56.184,55133.98,0.32
1925.65,56.189,55139.28,0.32
1925.68,56.194,55144.88,0.32
1925.71,56.199,55150.13,0.32
1925.74,56.204,55155.68,0.32
1925.77,56.209,55160.94,0.32
1925.8,56.214,55166.2,0.32
1925.83,56.219,55171.76,0.32
1925.86,56.224,55176.99,0.32
1925.89,56.229,55182.53,0.32
1925.92,56.234,55187.75,0.31
1925.95,56.239,55192.97,0.31
1925.98,56.244,55198.5,0.31
1926.01,56.249,55203.69,0.31
1926.04,56.254,55208.87,0.31
1926.07,56.259,55214.4,0.31
1926.1,56.264,55219.58,0.31
1926.13,56.269,55224.73,0.31
1926.16,56.274,55230.22,0.31
1926.19,56.279,55235.38,0.31
1926.22,56.284,55240.53,0.31
1926.25,56.289,55245.66,0.3
1926.28,56.294,55251.11,0.3
1926.31,56.299,55256.24,0.3
1926.34,56.304,55261.37,0.3
1926.37,56.309,55266.46,0.3
1926.4,56.314,55271.53,0.3
1926.43,56.319,55276.6,0.3
1926.46,56.324,55281.98,0.3
1926.49,56.329,55287.05,0.29
1926.52,56.334,55292.09,0.29
1926.55,56.339,55297.13,0.29
1926.58,56.344,55302.17,0.29
1926.61,56.349,55307.19,0.29
1926.64,56.354,55312.21,0.29
1926.68,56.359,55317.16,0.29
1926.71,56.364,55322.09,0.29
1926.74,56.369,55327,0.29
1926.77,56.374,55331.9,0.29
1926.81,56.379,55336.78,0.29
1926.84,56.384,55341.64,0.28
1926.87,56.389,55346.25,0.28
1926.91,56.394,55351.03,0.28
1926.94,56.399,55355.77,0.28
1926.97,56.404,55360.27,0.28
1927,56.409,55364.9,0.28
1927.04,56.414,55369.33,0.28
1927.07,56.419,55373.88,0.28
1927.1,56.424,55378.25,0.28
1927.14,56.429,55382.72,0.29
1927.17,56.434,55387.01,0.29
1927.2,56.439,55391.27,0.29
1927.24,56.444,55395.6,0.29
1927.27,56.449,55399.76,0.29
1927.31,56.454,55403.89,0.29
1927.34,56.459,55407.97,0.29
1927.38,56.464,55411.99,0.29
1927.41,56.469,55415.97,0.29
1927.45,56.474,55419.9,0.29
1927.48,56.479,55423.8,0.3
1927.52,56.484,55427.66,0.3
1927.55,56.489,55431.5,0.3
1927.59,56.494,55435.32,0.3
1927.62,56.499,55439.12,0.3
1927.66,56.504,55442.89,0.3
1927.69,56.509,55446.63,0.3
1927.73,56.514,55450.35,0.31
1927.77,56.519,55454.13,0.31
1927.8,56.524,55457.83,0.31
1927.84,56.529,55461.51,0.31
1927.88,56.534,55465.33,0.31
1927.91,56.539,55469.01,0.31
1927.95,56.544,55472.7,0.32
1927.99,56.549,55476.4,0.32
1928.03,56.554,55480.31,0.32
1928.06,56.559,55484.06,0.32
1928.1,56.564,55487.84,0.32
1928.14,56.569,55491.66,0.32
1928.17,56.574,55495.52,0.33
1928.21,56.579,55499.42,0.33
1928.25,56.584,55503.68,0.33
1928.29,56.589,55507.71,0.33
1928.32,56.594,55511.46,0.33
1928.36,56.599,55515.6,0.33
1928.4,56.604,55519.81,0.33
1928.44,56.609,55524.09,0.33
1928.48,56.614,55528.45,0.34
1928.52,56.619,55532.9,0.34
1928.56,56.624,55536.95,0.34
1928.59,56.629,55541.55,0.34
1928.63,56.634,55545.71,0.34
1928.67,56.639,55550.49,0.34
1928.71,56.644,55554.76,0.34
1928.75,56.649,55559.72,0.34
1928.79,56.654,55564.12,0.34
1928.83,56.659,55569.28,0.34
1928.87,56.664,55573.81,0.34
1928.91,56.669,55578.37,0.34
1928.95,56.674,55582.97,0.34
1929,56.679,55588.45,0.35
1929.04,56.684,55593.17,0.35
1929.08,56.689,55597.94,0.35
1929.13,56.694,55602.75,0.35
1929.17,56.699,55607.6,0.35
1929.21,56.704,55612.46,0.35
1929.25,56.709,55617.35,0.35
1929.3,56.714,55622.29,0.35
1929.34,56.719,55627.22,0.35
1929.38,56.724,55633.13,0.36
1929.43,56.729,55638.12,0.36
1929.47,56.734,55643.13,0.36
1929.52,56.739,55648.14,0.36
1929.57,56.744,55653.19,0.36
1929.61,56.749,55658.27,0.37
1929.66,56.754,55663.27,0.37
1929.7,56.759,55667.57,0.37
1929.75,56.764,55672.79,0.37
1929.79,56.769,55678.03,0.38
1929.84,56.774,55683.34,0.38
1929.89,56.779,55688.72,0.38
1929.93,56.784,55694.18,0.38
1929.97,56.789,55698.96,0.39
1930.01,56.794,55704.55,0.39
1930.05,56.799,55710.25,0.39
1930.09,56.804,55715.51,0.39
1930.13,56.809,55720.9,0.39
1930.17,56.814,55726.9,0.39
1930.21,56.819,55732.55,0.4
1930.24,56.824,55738.32,0.4
1930.28,56.829,55744.27,0.4
1930.32,56.834,55750.35,0.4
1930.36,56.839,55756.55,0.39
1930.4,56.844,55762.88,0.39
1930.44,56.849,55769.32,0.39
1930.48,56.854,55775.65,0.39
1930.52,56.859,55782.31,0.39
1930.56,56.864,55788.94,0.39
1930.6,56.869,55795.67,0.39
1930.64,56.874,55802.51,0.38
1930.68,56.879,55809.43,0.38
1930.72,56.884,55816.45,0.38
1930.76,56.889,55823.56,0.38
1930.8,56.894,55830.76,0.37
1930.84,56.899,55838.02,0.37
1930.88,56.904,55845.36,0.37
1930.92,56.909,55852.7,0.37
1930.96,56.914,55860.18,0.36
1931,56.919,55867.69,0.36
1931.04,56.924,55875.27,0.36
1931.08,56.929,55882.87,0.36
1931.12,56.934,55890.5,0.35
1931.16,56.939,55898.16,0.35
1931.2,56.944,55905.84,0.35
1931.24,56.949,55913.5,0.35
1931.28,56.954,55921.16,0.35
1931.32,56.959,55928.83,0.35
1931.36,56.964,55936.47,0.34
1931.4,56.969,55944.13,0.34
1931.44,56.974,55951.77,0.34
1931.47,56.979,55959.36,0.34
1931.51,56.984,55966.96,0.34
1931.55,56.989,55974.53,0.34
1931.59,56.994,55982.06,0.34
1931.63,56.999,55989.59,0.34
1931.67,57.004,55997.06,0.34
1931.71,57.009,56004.55,0.34
1931.75,57.014,56011.96,0.34
1931.79,57.019,56019.34,0.34
1931.83,57.024,56026.75,0.34
1931.86,57.029,56034.08,0.34
1931.9,57.034,56041.37,0.34
1931.94,57.039,56048.71,0.34
1931.98,57.044,56055.96,0.34
1932.02,57.049,56063.18,0.34
1932.06,57.054,56070.45,0.34
1932.1,57.059,56077.62,0.34
1932.14,57.064,56084.76,0.34
1932.18,57.069,56091.87,0.34
1932.22,57.074,56098.96,0.34
1932.26,57.079,56106,0.34
